;Players;Values
6;Thilo Kehrer;35,00 Mio. €  
7;Presnel Kimpembe;30,00 Mio. €  
8;Thiago Silva;10,00 Mio. €  
9;Loïc Mbe Soh;3,00 Mio. €  
10;Kévin Rimane;250 Tsd. €  
11;Layvin Kurzawa;17,50 Mio. €  
12;Juan Bernat;15,00 Mio. €  
13;Stanley Nsoki;8,50 Mio. €  
14;Isaac Hemans; 
15;Arthur Zagre; 
16;Thomas Meunier;30,00 Mio. €  
17;Colin Dagba;12,00 Mio. €  
18;Dani Alves;2,50 Mio. €  
19;Grzegorz Krychowiak;18,00 Mio. €  
20;Lassana Diarra;- 
21;Marco Verratti;75,00 Mio. €  
22;Leandro Paredes;35,00 Mio. €  
23;Adrien Rabiot;35,00 Mio. €  
24;Antoine Bernede;3,00 Mio. €  
25;Azzeddine Toufiqui;250 Tsd. €  
26;Giovani Lo Celso;50,00 Mio. €  
27;Julian Draxler;35,00 Mio. €  
28;Christopher Nkunku;12,00 Mio. €  
29;Kylian Mbappé;200,00 Mio. €  
30;Neymar;180,00 Mio. €  
31;Moussa Diaby;12,00 Mio. €  
32;Jesé;5,00 Mio. €  
33;Ángel Di María;40,00 Mio. €  
34;Éric Ebimbe; 
35;Edinson Cavani;40,00 Mio. €  
36;Timothy Weah;6,00 Mio. €  
37;Eric Maxim Choupo-Moting;5,00 Mio. €  
38;Metehan Güçlü; 
0;Paul Nardi;2,00 Mio. €  
1;Danijel Subasic;2,00 Mio. €  
2;Loïc Badiashile;800 Tsd. €  
3;Seydou Sy;750 Tsd. €  
4;Diego Benaglio;500 Tsd. €  
5;Yanis Henin;25 Tsd. €  
6;Hugo Hagège; 
7;Jemerson;10,00 Mio. €  
8;Benoît Badiashile;9,00 Mio. €  
9;Kamil Glik;8,00 Mio. €  
10;Jonathan Panzo;3,00 Mio. €  
11;Naldo;500 Tsd. €  
12;Andrea Raggi;250 Tsd. €  
13;Fodé Ballo-Touré;12,00 Mio. €  
14;Antonio Barreca;7,00 Mio. €  
15;Julien Serrano;1,50 Mio. €  
16;Djibril Sidibé;15,00 Mio. €  
17;Benjamin Henrichs;15,00 Mio. €  
18;Almamy Touré;6,50 Mio. €  
19;Ronaël Pierre-Gabriel;4,00 Mio. €  
20;Giulian Biancone;500 Tsd. €  
21;Jean-Eudes Aholou;7,00 Mio. €  
22;Pelé;4,50 Mio. €  
23;Kévin N'Doram;4,00 Mio. €  
24;Ibrahima Diallo;2,50 Mio. €  
25;William Vainqueur;1,25 Mio. €  
26;Khéphren Thuram;500 Tsd. €  
27;Youri Tielemans;38,00 Mio. €  
28;Cesc Fàbregas;15,00 Mio. €  
29;Adrien Silva;13,00 Mio. €  
30;Youssef Aït Bennasser;10,00 Mio. €  
31;Han-Noah Massengo;2,50 Mio. €  
32;Adama Traoré;2,20 Mio. €  
33;Romain Faivre;500 Tsd. €  
34;Jonathan Mexique;400 Tsd. €  
35;Aleksandr Golovin;25,00 Mio. €  
36;Gabriel Boschilia;7,50 Mio. €  
37;Sofiane Diop;5,00 Mio. €  
38;Adrien Bongiovanni;1,00 Mio. €  
39;Robert Navarro; 
40;Keita Baldé;25,00 Mio. €  
41;Willem Geubbels;10,00 Mio. €  
42;Nacer Chadli;8,00 Mio. €  
43;Georges-Kevin N'Koudou;5,00 Mio. €  
44;Gelson Martins;28,00 Mio. €  
45;Rony Lopes;25,00 Mio. €  
46;Samuel Grandsir;3,00 Mio. €  
47;Jordi Mboula;3,00 Mio. €  
48;Wilson Isidor;150 Tsd. €  
49;Falcao;10,00 Mio. €  
50;Stevan Jovetic;10,00 Mio. €  
51;Carlos Vinícius;7,00 Mio. €  
52;Pietro Pellegri;7,00 Mio. €  
53;Moussa Sylla;4,00 Mio. €  
54;Irvin Cardona;1,50 Mio. €  
55;Lyle Foster;1,00 Mio. €  
56;Gobe Gouano; 
0;Anthony Lopes;25,00 Mio. €  
1;Mathieu Gorgelin;1,00 Mio. €  
2;Anthony Racioppi;500 Tsd. €  
3;Jason Denayer;12,50 Mio. €  
4;Marcelo;7,00 Mio. €  
5;Mapou Yanga-Mbiwa;2,00 Mio. €  
6;Oumar Solet;1,00 Mio. €  
7;Jérémy Morel;250 Tsd. €  
8;Ferland Mendy;30,00 Mio. €  
9;Marçal;5,00 Mio. €  
10;Léo Dubois;13,50 Mio. €  
11;Rafael;9,00 Mio. €  
12;Kenny Tete;8,00 Mio. €  
13;Lucas Tousart;20,00 Mio. €  
14;Christopher Martins Pereira;2,00 Mio. €  
15;Elisha Owusu;1,25 Mio. €  
16;Tanguy Ndombélé;65,00 Mio. €  
17;Houssem Aouar;45,00 Mio. €  
18;Pape Cheikh;7,00 Mio. €  
19;Jordan Ferri;4,00 Mio. €  
20;Olivier Kemen;1,50 Mio. €  
21;Maxence Caqueret;500 Tsd. €  
22;Timothé Cognat;450 Tsd. €  
23;Nabil Fekir;60,00 Mio. €  
24;Ousseynou Ndiaye; 
25;Memphis Depay;45,00 Mio. €  
26;Martin Terrier;15,00 Mio. €  
27;Maxwel Cornet;15,00 Mio. €  
28;Amine Gouiri;4,50 Mio. €  
29;Yassin Fekir; 
30;Bertrand Traoré;15,00 Mio. €  
31;Moussa Dembélé;27,00 Mio. €  
32;Mariano Díaz;20,00 Mio. €  
33;Lenny Pintor;5,00 Mio. €  
0;Steve Mandanda;2,50 Mio. €  
1;Yohann Pelé;500 Tsd. €  
2;Romain Cagnon;150 Tsd. €  
3;Florian Escales;150 Tsd. €  
4;Duje Caleta-Car;15,00 Mio. €  
5;Adil Rami;3,00 Mio. €  
6;Aymen Abdennour;2,00 Mio. €  
7;Rolando;750 Tsd. €  
8;Lucas Perrin;300 Tsd. €  
9;Jordan Amavi;8,00 Mio. €  
10;Christopher Rocchia;200 Tsd. €  
11;Hiroki Sakai;8,00 Mio. €  
12;Bouna Sarr;6,00 Mio. €  
13;Tomas Hubocan;500 Tsd. €  
14;Abdallah Ali Mohamed; 
15;Boubacar Kamara;18,00 Mio. €  
16;Luiz Gustavo;10,00 Mio. €  
17;Grégory Sertic;1,00 Mio. €  
18;Alexandre Phliponeau;250 Tsd. €  
19;Morgan Sanson;28,00 Mio. €  
20;Kevin Strootman;20,00 Mio. €  
21;Maxime López;15,00 Mio. €  
22;Saîf-Eddine Khaoui;3,50 Mio. €  
23;Florian Chabrolle;150 Tsd. €  
24;Dimitri Payet;12,50 Mio. €  
25;Nemanja Radonjic;5,00 Mio. €  
26;Florian Thauvin;45,00 Mio. €  
27;Lucas Ocampos;15,00 Mio. €  
28;Clinton N'Jie;3,50 Mio. €  
29;Yusuf Sari;400 Tsd. €  
30;Mario Balotelli;20,00 Mio. €  
31;Konstantinos Mitroglou;7,00 Mio. €  
32;Valère Germain;7,00 Mio. €  
0;Mike Maignan;17,50 Mio. €  
1;Adam Jakubech;500 Tsd. €  
2;Hervé Koffi;500 Tsd. €  
3;Adama Soumaoro;10,00 Mio. €  
4;Gabriel;4,00 Mio. €  
5;Kouadio-Yves Dabila;4,00 Mio. €  
6;Edgar Ié;3,50 Mio. €  
7;José Fonte;2,00 Mio. €  
8;Hakim Ouro-Sama; 
9;Fodé Ballo-Touré;12,00 Mio. €  
10;Youssouf Koné;5,00 Mio. €  
11;Reinildo Mandava;600 Tsd. €  
12;Zeki Celik;17,00 Mio. €  
13;Jérémy Pied;2,50 Mio. €  
14;Thiago Mendes;25,00 Mio. €  
15;Boubakary Soumaré;7,50 Mio. €  
16;Thiago Maia;4,00 Mio. €  
17;Arton Zekaj;250 Tsd. €  
18;Cheikh Niasse; 
19;Xeka;10,00 Mio. €  
20;Rominigue Kouamé;1,20 Mio. €  
21;Yassine Benzia;1,50 Mio. €  
22;Jonathan Bamba;17,00 Mio. €  
23;Teddy Okou; 
24;Nicolas Pépé;65,00 Mio. €  
25;Jonathan Ikoné;15,00 Mio. €  
26;Anwar El Ghazi;7,50 Mio. €  
27;Luiz Araújo;7,00 Mio. €  
28;Rafael Leão;15,00 Mio. €  
29;Lebo Mothiba;7,00 Mio. €  
30;Loïc Rémy;3,00 Mio. €  
31;Rui Fonte;2,50 Mio. €  
0;Walter Benítez;10,00 Mio. €  
1;Yoan Cardinale;2,00 Mio. €  
2;Mouez Hassen;1,00 Mio. €  
3;Yannis Clementia;500 Tsd. €  
4;Malang Sarr;18,00 Mio. €  
5;Christophe Hérelle;9,00 Mio. €  
6;Olivier Boscagli;3,00 Mio. €  
7;Dante;1,50 Mio. €  
8;Gautier Lloris;150 Tsd. €  
9;Andy Pelmard; 
10;Racine Coly;2,50 Mio. €  
11;Romain Perraud;1,50 Mio. €  
12;Yanis Hamache; 
13;Youcef Atal;20,00 Mio. €  
14;Patrick Burner;3,50 Mio. €  
15;Christophe Jallet;500 Tsd. €  
16;Jawad Dramé; 
17;Adrien Tamèze;8,00 Mio. €  
18;Danilo;8,00 Mio. €  
19;Wylan Cyprien;14,00 Mio. €  
20;Pierre Lees Melou;8,00 Mio. €  
21;Jean-Victor Makengo;4,00 Mio. €  
22;Rémi Walter;3,50 Mio. €  
23;Arnaud Lusamba;2,00 Mio. €  
24;Ihsan Sacko;2,00 Mio. €  
25;Pedro Brazão; 
26;Assil Jaziri; 
27;Allan Saint-Maximin;25,00 Mio. €  
28;Vincent Marcel;400 Tsd. €  
29;Maxime Pélican; 
30;Bassem Srarfi;3,00 Mio. €  
31;Hicham Mahou;250 Tsd. €  
32;Eddy Sylvestre; 
33;Mario Balotelli;20,00 Mio. €  
34;Myziane Maolida;8,00 Mio. €  
35;Ignatius Ganago;3,00 Mio. €  
36;Mickaël Le Bihan;900 Tsd. €  
37;Lamine Diaby-Fadiga; 
0;Tomas Koubek;6,00 Mio. €  
1;Abdoulaye Diallo;1,00 Mio. €  
2;Loïc Badiashile;800 Tsd. €  
3;Edvinas Gertmonas;300 Tsd. €  
4;Jérémy Gélin;6,00 Mio. €  
5;Damien Da Silva;5,00 Mio. €  
6;Mexer;4,00 Mio. €  
7;Gerzino Nyamsi;800 Tsd. €  
8;Faitout Maouassa;8,00 Mio. €  
9;Ramy Bensebaini;8,00 Mio. €  
10;Souleyman Doumbia;3,00 Mio. €  
11;Ludovic Baal;500 Tsd. €  
12;Namakoro Diallo;300 Tsd. €  
13;Lilian Brassier; 
14;Hamari Traoré;6,00 Mio. €  
15;Mehdi Zeffane;2,00 Mio. €  
16;Romain Danzé;750 Tsd. €  
17;Sacha Boey;250 Tsd. €  
18;Benjamin Bourigeaud;12,00 Mio. €  
19;Benjamin André;10,00 Mio. €  
20;Clément Grenier;7,50 Mio. €  
21;James Léa Siliki;4,00 Mio. €  
22;Eduardo Camavinga;4,00 Mio. €  
23;Jakob Johansson;2,50 Mio. €  
24;Denis Will Poha;1,25 Mio. €  
25;Nicolas Janvier;300 Tsd. €  
26;Hatem Ben Arfa;6,00 Mio. €  
27;Rafik Guitane;5,00 Mio. €  
28;Yann Gboho;150 Tsd. €  
29;Isaac Matondo;150 Tsd. €  
30;Ismaïla Sarr;30,00 Mio. €  
31;Romain Del Castillo;3,50 Mio. €  
32;Armand Laurienté;300 Tsd. €  
33;M'Baye Niang;12,00 Mio. €  
34;Jordan Siebatcheu;6,00 Mio. €  
35;Adrien Hunou;6,00 Mio. €  
36;Diafra Sakho;2,00 Mio. €  
37;Brandon;2,00 Mio. €  
38;Jordan Tell;800 Tsd. €  
39;Timothé Nkada;150 Tsd. €  
40;Georginio Rutter;150 Tsd. €  
0;Tomas Koubek;6,00 Mio. €  
1;Abdoulaye Diallo;1,00 Mio. €  
2;Loïc Badiashile;800 Tsd. €  
3;Edvinas Gertmonas;300 Tsd. €  
4;Jérémy Gélin;6,00 Mio. €  
5;Damien Da Silva;5,00 Mio. €  
6;Mexer;4,00 Mio. €  
7;Gerzino Nyamsi;800 Tsd. €  
8;Faitout Maouassa;8,00 Mio. €  
9;Ramy Bensebaini;8,00 Mio. €  
10;Souleyman Doumbia;3,00 Mio. €  
11;Ludovic Baal;500 Tsd. €  
12;Namakoro Diallo;300 Tsd. €  
13;Lilian Brassier;- 
14;Hamari Traoré;6,00 Mio. €  
15;Mehdi Zeffane;2,00 Mio. €  
16;Romain Danzé;750 Tsd. €  
17;Sacha Boey;250 Tsd. €  
18;Benjamin Bourigeaud;12,00 Mio. €  
19;Benjamin André;10,00 Mio. €  
20;Clément Grenier;7,50 Mio. €  
21;James Léa Siliki;4,00 Mio. €  
22;Eduardo Camavinga;4,00 Mio. €  
23;Jakob Johansson;2,50 Mio. €  
24;Denis Will Poha;1,25 Mio. €  
25;Nicolas Janvier;300 Tsd. €  
26;Hatem Ben Arfa;6,00 Mio. €  
27;Rafik Guitane;5,00 Mio. €  
28;Yann Gboho;150 Tsd. €  
29;Isaac Matondo;150 Tsd. €  
30;Ismaïla Sarr;30,00 Mio. €  
31;Romain Del Castillo;3,50 Mio. €  
32;Armand Laurienté;300 Tsd. €  
33;M'Baye Niang;12,00 Mio. €  
34;Jordan Siebatcheu;6,00 Mio. €  
35;Adrien Hunou;6,00 Mio. €  
36;Diafra Sakho;2,00 Mio. €  
37;Brandon;2,00 Mio. €  
38;Jordan Tell;800 Tsd. €  
39;Timothé Nkada;150 Tsd. €  
40;Georginio Rutter;150 Tsd. €  
0;Paul Bernardoni;9,00 Mio. €  
1;Benoît Costil;5,50 Mio. €  
2;Gaëtan Poussin;800 Tsd. €  
3;Jérôme Prior;600 Tsd. €  
4;Over Mandanda;100 Tsd. €  
5;Jules Koundé;15,00 Mio. €  
6;Pablo;10,00 Mio. €  
7;Vukasin Jovanovic;3,00 Mio. €  
8;Paul Baysse;2,00 Mio. €  
9;Igor Lewczuk;500 Tsd. €  
10;Till Cissokho;250 Tsd. €  
11;Alexandre Lauray;250 Tsd. €  
12;Maxime Poundjé;5,00 Mio. €  
13;Théo Pellenard;2,00 Mio. €  
14;Driss Trichard; 
15;Youssouf Sabaly;10,00 Mio. €  
16;Sergi Palencia;6,00 Mio. €  
17;Milan Gajic;2,00 Mio. €  
18;Raoul Bellanova;1,00 Mio. €  
19;Thomas Carrique;150 Tsd. €  
20;Otávio;7,00 Mio. €  
21;Aurélien Tchouaméni;7,00 Mio. €  
22;Albert Lottin; 
23;Lukas Lerager;6,00 Mio. €  
24;Younousse Sankharé;5,00 Mio. €  
25;Toma Basic;5,00 Mio. €  
26;Valentín Vada;4,00 Mio. €  
27;Zaydou Youssouf;4,00 Mio. €  
28;Jaroslav Plasil;500 Tsd. €  
29;Yacine Adli;5,50 Mio. €  
30;Yassine Benrahou;250 Tsd. €  
31;François Kamano;15,00 Mio. €  
32;Yann Karamoh;10,00 Mio. €  
33;Samuel Kalu;10,00 Mio. €  
34;Jonathan Cafú;2,00 Mio. €  
35;Daniel Mancini;1,00 Mio. €  
36;Gaëtan Laborde;10,00 Mio. €  
37;Nicolas de Préville;4,00 Mio. €  
38;Andreas Cornelius;3,00 Mio. €  
39;Jimmy Briand;2,50 Mio. €  
40;Alexandre Mendy;2,25 Mio. €  
41;Josh Maja;1,70 Mio. €  
42;Aaron Boupendza;150 Tsd. €  
0;Stéphane Ruffier;3,50 Mio. €  
1;Jessy Moulin;250 Tsd. €  
2;Alexis Guendouz;150 Tsd. €  
3;Théo Vermot;150 Tsd. €  
4;Stefan Bajic;150 Tsd. €  
5;William Saliba;12,00 Mio. €  
6;Timothée Kolodziejczak;6,00 Mio. €  
7;Neven Subotic;4,00 Mio. €  
8;Loïc Perrin;2,00 Mio. €  
9;Léo Lacroix;1,25 Mio. €  
10;Wesley Fofana; 
11;Mickaël Nade; 
12;Marvin Tshibuabua; 
13;Gabriel Silva;2,50 Mio. €  
14;Pierre-Yves Polomat;1,50 Mio. €  
15;Léo Petrot; 
16;Mathieu Debuchy;3,00 Mio. €  
17;Yann M'Vila;10,00 Mio. €  
18;Ole Selnaes;7,00 Mio. €  
19;Assane Dioussé;4,50 Mio. €  
20;Habib Maïga;1,00 Mio. €  
21;Mickaël Panos;250 Tsd. €  
22;Youssef Aït Bennasser;10,00 Mio. €  
23;Valentín Vada;4,00 Mio. €  
24;Mahdi Camara;300 Tsd. €  
25;Kenny Rocha Santos;150 Tsd. €  
26;Rémy Cabella;14,00 Mio. €  
27;Oussama Tannane;1,25 Mio. €  
28;Dylan Chambost; 
29;Bilal Benkhedim; 
30;Arnaud Nordin;3,50 Mio. €  
31;Kévin Monnet-Paquet;2,00 Mio. €  
32;Jorginho;1,50 Mio. €  
33;Yannis Salibur;3,50 Mio. €  
34;Romain Hamouma;2,50 Mio. €  
35;Franck Honorat;2,00 Mio. €  
36;Lamine Ghezali;500 Tsd. €  
37;Wahbi Khazri;16,00 Mio. €  
38;Loïs Diony;5,00 Mio. €  
39;Robert Beric;5,00 Mio. €  
40;Charles Abi;500 Tsd. €  
41;Makhtar Gueye;350 Tsd. €  
0;Ciprian Tatarusanu;2,50 Mio. €  
1;Maxime Dupé;1,00 Mio. €  
2;Alexandre Olliero;400 Tsd. €  
3;Quentin Braat;150 Tsd. €  
4;Diego Carlos;13,00 Mio. €  
5;Koffi Djidji;5,00 Mio. €  
6;Kara Mbodj;3,50 Mio. €  
7;Edgar Ié;3,50 Mio. €  
8;Matt Miazga;3,00 Mio. €  
9;Andrei Girotto;3,00 Mio. €  
10;Nicolas Pallois;2,50 Mio. €  
11;Thomas Basila;500 Tsd. €  
12;Anthony Walongwa;400 Tsd. €  
13;Josué Homawoo; 
14;Lucas Lima;6,50 Mio. €  
15;Charles Traoré;3,00 Mio. €  
16;Joris Kayembe;500 Tsd. €  
17;Enock Kwateng;4,00 Mio. €  
18;Fábio;2,50 Mio. €  
19;Percy Prado; 
20;Abdoulaye Touré;10,00 Mio. €  
21;Valentin Rongier;15,00 Mio. €  
22;Samuel Moutoussamy;5,00 Mio. €  
23;Lucas Evangelista;4,00 Mio. €  
24;Rene Krhin;2,00 Mio. €  
25;Imrân Louza; 
26;Alexis Alégué;250 Tsd. €  
27;Gabriel Boschilia;7,50 Mio. €  
28;Valentin Eysseric;3,00 Mio. €  
29;Anthony Limbombe;6,00 Mio. €  
30;Yassine El Ghanassy;1,00 Mio. €  
31;Abdoulaye Dabo;1,00 Mio. €  
32;Abdoul Kader Bamba; 
33;Kalifa Coulibaly;5,00 Mio. €  
34;Majeed Waris;3,50 Mio. €  
35;Santy Ngom;500 Tsd. €  
36;Antonio Mance;500 Tsd. €  
37;Randal Kolo Muani;300 Tsd. €  
38;Emiliano Sala;- 
39;Thody Élie Youan; 
0;Matz Sels;7,00 Mio. €  
1;Bingourou Kamara;2,50 Mio. €  
2;Eiji Kawashima;250 Tsd. €  
3;Louis Pelletier;150 Tsd. €  
4;Pablo Martinez;3,50 Mio. €  
5;Stefan Mitrovic;3,50 Mio. €  
6;Lamine Koné;3,00 Mio. €  
7;Yoann Salmier;1,50 Mio. €  
8;Duplexe Tchamba;150 Tsd. €  
9;Léon Valentin; 
10;Mohamed Simakan; 
11;Anthony Caci;3,00 Mio. €  
12;Lionel Carole;3,00 Mio. €  
13;Abdallah Ndour;600 Tsd. €  
14;Kenny Lala;14,00 Mio. €  
15;Ismaël Aaneba;1,00 Mio. €  
16;Ibrahima Sissoko;6,50 Mio. €  
17;Jérémy Grimm;500 Tsd. €  
18;Jonas Martin;5,00 Mio. €  
19;Youssouf Fofana;5,00 Mio. €  
20;Sanjin Prcic;4,00 Mio. €  
21;Dimitri Liénard;2,00 Mio. €  
22;Anthony Gonçalves;500 Tsd. €  
23;Moataz Zemzemi;250 Tsd. €  
24;Adrien Thomasson;8,00 Mio. €  
25;Benjamin Corgnet;800 Tsd. €  
26;Samuel Grandsir;3,00 Mio. €  
27;Lebo Mothiba;7,00 Mio. €  
28;Nuno Da Costa;5,00 Mio. €  
29;Ludovic Ajorque;4,00 Mio. €  
30;Kévin Zohi;2,00 Mio. €  
31;Idriss Saadi;1,30 Mio. €  
32;Mamoudou Karamoko; 
0;Benjamin Lecomte;17,00 Mio. €  
1;Dimitry Bertaud;500 Tsd. €  
2;Jonathan Ligali;300 Tsd. €  
3;Pedro Mendes;6,00 Mio. €  
4;Nicolas Cozza;4,00 Mio. €  
5;Daniel Congré;750 Tsd. €  
6;Bryan Passi;150 Tsd. €  
7;Hilton;100 Tsd. €  
8;Ambroise Oyongo;4,00 Mio. €  
9;Morgan Poaty;1,00 Mio. €  
10;Ruben Aguilar;8,00 Mio. €  
11;Mathías Suárez;1,50 Mio. €  
12;Ellyes Skhiri;12,00 Mio. €  
13;Junior Sambia;4,00 Mio. €  
14;Damien Le Tallec;4,00 Mio. €  
15;Paul Lasne;2,50 Mio. €  
16;Facundo Píriz;1,00 Mio. €  
17;Kylian Kaïboué;150 Tsd. €  
18;Killian Sanson;150 Tsd. €  
19;Amir Aduev; 
20;Mihailo Ristic;800 Tsd. €  
21;Florent Mollet;9,00 Mio. €  
22;Isaac Mbenza;5,00 Mio. €  
23;Keagan Dolly;1,30 Mio. €  
24;Bilal Boutobba;500 Tsd. €  
25;Souleymane Camara;250 Tsd. €  
26;Andy Delort;12,50 Mio. €  
27;Gaëtan Laborde;10,00 Mio. €  
28;Giovanni Sio;2,00 Mio. €  
29;Petar Skuletic;1,00 Mio. €  
30;Jérémie Porsan-Clemente;250 Tsd. €  
31;Yanis Ammour;150 Tsd. €  
0;Baptiste Reynet;5,00 Mio. €  
1;Mauro Goicoechea;800 Tsd. €  
2;Marc Vidal;150 Tsd. €  
3;Matis Carvalho; 
4;Jean-Clair Todibo;8,00 Mio. €  
5;Christopher Jullien;6,00 Mio. €  
6;Gen Shoji;3,50 Mio. €  
7;Bafodé Diakité;2,00 Mio. €  
8;Steven Fortes;1,00 Mio. €  
9;Loïc Bessile; 
10;Issiaga Sylla;3,50 Mio. €  
11;François Moubandje;2,50 Mio. €  
12;Mathieu Gonçalves;150 Tsd. €  
13;Kelvin Amian;5,00 Mio. €  
14;Steeve Yago;2,00 Mio. €  
15;Steven Moreira;1,25 Mio. €  
16;Clément Michelin;700 Tsd. €  
17;Ibrahim Sangaré;15,00 Mio. €  
18;Alexis Blin;5,00 Mio. €  
19;Kalidou Sidibé;3,50 Mio. €  
20;Stéphane Mbia;2,00 Mio. €  
21;Jessy Pi;1,50 Mio. €  
22;Yannick Cahuzac;500 Tsd. €  
23;Yann Bodiger;2,00 Mio. €  
24;John Bostock;1,00 Mio. €  
25;Kouadio Koné; 
26;Adil Taoui;150 Tsd. €  
27;Manu García;5,00 Mio. €  
28;Hakim El Mokeddem;300 Tsd. €  
29;Quentin Boisgard;250 Tsd. €  
30;Driss Khalid; 
31;Max Gradel;8,00 Mio. €  
32;Mathieu Dossevi;2,50 Mio. €  
33;Jimmy Durmaz;2,00 Mio. €  
34;Nathan N'Goumou; 
35;Andy Delort;12,50 Mio. €  
36;Aaron Leya Iseka;3,00 Mio. €  
37;Corentin Jean;2,50 Mio. €  
38;Yaya Sanogo;2,50 Mio. €  
39;Firmin Mubele;2,50 Mio. €  
0;Mathieu Michel;1,00 Mio. €  
1;Zacharie Boucher;900 Tsd. €  
2;Alexandre Letellier;600 Tsd. €  
3;Ludovic Butelle;500 Tsd. €  
4;Anthony Mandréa;200 Tsd. €  
5;Romain Thomas;3,00 Mio. €  
6;Mateo Pavlovic;1,75 Mio. €  
7;Ismaël Traoré;1,50 Mio. €  
8;Ibrahim Cissé;600 Tsd. €  
9;Elhadji Pape Diaw;250 Tsd. €  
10;Kevin Mouanga; 
11;Théo Pellenard;2,00 Mio. €  
12;Yoann Andreu;1,50 Mio. €  
13;Saliou Ciss;800 Tsd. €  
14;Rayan Aït Nouri;500 Tsd. €  
15;Abdoulaye Bamba;3,00 Mio. €  
16;Vincent Manceau;2,50 Mio. €  
17;Baptiste Santamaria;6,00 Mio. €  
18;Vincent Pajot;2,50 Mio. €  
19;Jeff Reine-Adélaïde;11,00 Mio. €  
20;Angelo Fulgini;5,00 Mio. €  
21;Cheikh N'Doye;2,00 Mio. €  
22;Thomas Mangani;2,00 Mio. €  
23;Lassana Coulibaly;1,25 Mio. €  
24;Loïc Puyo;750 Tsd. €  
25;Pierrick Capelle;2,00 Mio. €  
26;Mazire Soula; 
27;Flavien Tait;8,00 Mio. €  
28;Thomas Touré;1,50 Mio. €  
29;Dorian Bertrand;300 Tsd. €  
30;Harrison Manzala;1,00 Mio. €  
31;Farid El Melali;800 Tsd. €  
32;Stéphane Bahoken;8,00 Mio. €  
33;Baptiste Guillaume;3,00 Mio. €  
34;Cristian López;1,50 Mio. €  
35;Wilfried Kanga;1,50 Mio. €  
36;Billy Ketkeophomphone;600 Tsd. €  
37;Férébory Doré;400 Tsd. €  
0;Régis Gurtner;1,75 Mio. €  
1;Matthieu Dreyer;400 Tsd. €  
2;Gauthier Banaziak;150 Tsd. €  
3;Mathurin Sakho; 
4;Prince Gouano;7,00 Mio. €  
5;Bakaye Dibassy;3,00 Mio. €  
6;Khaled Adénon;500 Tsd. €  
7;Erik Pieters;5,00 Mio. €  
8;Jordan Lefort;3,00 Mio. €  
9;Sanasi Sy;150 Tsd. €  
10;Emil Krafth;2,50 Mio. €  
11;Oualid El Hajjam;1,00 Mio. €  
12;Valentin Gendrey;150 Tsd. €  
13;Alexis Blin;5,00 Mio. €  
14;Thomas Monconduit;3,50 Mio. €  
15;Gaoussou Traoré;250 Tsd. €  
16;Mathieu Bodmer;250 Tsd. €  
17;Eddy Gnahoré;4,00 Mio. €  
18;Bongani Zungu;2,50 Mio. €  
19;Guessouma Fofana;800 Tsd. €  
20;Madih Talal;300 Tsd. €  
21;Saman Ghoddos;5,00 Mio. €  
22;Ganso;2,00 Mio. €  
23;Réda Rabeï;250 Tsd. €  
24;Stiven Mendoza;3,00 Mio. €  
25;Rafal Kurzawa;1,50 Mio. €  
26;Juan Ferney Otero;4,00 Mio. €  
27;Cheick Timite;2,00 Mio. €  
28;Quentin Cornette;300 Tsd. €  
29;Martin Gneba; 
30;Moussa Konaté;7,00 Mio. €  
31;Serhou Guirassy;3,50 Mio. €  
32;Yannick Mamilonne;300 Tsd. €  
33;Brighton Labeau;250 Tsd. €  
34;Bachibou Koita;200 Tsd. €  
35;Stanley Segarel; 
0;Edouard Mendy;9,00 Mio. €  
1;Johann Carrasso;500 Tsd. €  
2;Nicolas Lemaître;250 Tsd. €  
3;Ryan Bouallak;150 Tsd. €  
4;Björn Engels;6,00 Mio. €  
5;Yunis Abdelhamid;2,50 Mio. €  
6;Thomas Fontaine;1,00 Mio. €  
7;Axel Disasi;400 Tsd. €  
8;Yohan Roche;300 Tsd. €  
9;Patrick Bahanack;200 Tsd. €  
10;Abdul Rahman Baba;5,00 Mio. €  
11;Ghislain Konan;5,00 Mio. €  
12;Hassane Kamara;700 Tsd. €  
13;Lenny Vallier;300 Tsd. €  
14;Moussa Bana;150 Tsd. €  
15;Thomas Foket;6,00 Mio. €  
16;Romain Métanire;1,75 Mio. €  
17;Sambou Sissoko;500 Tsd. €  
18;Xavier Chavalerin;4,00 Mio. €  
19;Nolan Mbemba;750 Tsd. €  
20;Aly Ndom;600 Tsd. €  
21;Alaixys Romao;500 Tsd. €  
22;Tristan Dingomé;2,50 Mio. €  
23;Moreto Cassamá;350 Tsd. €  
24;Grégory Berthier;600 Tsd. €  
25;Mathieu Cafaro;7,50 Mio. €  
26;Marvin Martin;700 Tsd. €  
27;Virgile Piechocki;150 Tsd. €  
28;Virgile Pinson;- 
29;Arbër Zeneli;6,00 Mio. €  
30;Moussa Doumbia;2,00 Mio. €  
31;Rémi Oudin;11,00 Mio. €  
32;Sheyi Ojo;2,00 Mio. €  
33;Hyun-jun Suk;3,50 Mio. €  
34;Pablo Chavarría;2,50 Mio. €  
35;Boulaye Dia;2,00 Mio. €  
36;Grejohn Kyei;600 Tsd. €  
0;Paul Bernardoni;9,00 Mio. €  
1;Baptiste Valette;1,00 Mio. €  
